"ID","name","host_id","host_name","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
175,"Extra Bedroom with private entrance",10514167,"Mona","West Ridge",41.98864,-87.69345,"Private room",45,30,23,"2020-08-15",0.29,2,316
176,"Downtown Urban Oasis 3BR + Huge Deck & Parking!",1876597,"The Adventurers","West Town",41.8967,-87.65734,"Entire home/apt",175,2,147,"2020-09-13",1.79,2,351
177,"Water Tower Experience at Ellis Place",2465946,"Becky & John","Oakland",41.82926,-87.60859,"Private room",63,1,208,"2020-08-03",2.53,4,361
178,"Mid-Century Townhouse in Lakeview",1838943,"Sunnie/Randolph","Lake View",41.93395,-87.63923,"Private room",75,1,137,"2020-02-08",1.77,2,188
179,"Urban Farm Fun!  Walk to Metra/CTA",10917550,"Nicky","East Garfield Park",41.88745,-87.70784,"Entire home/apt",81,1,424,"2020-09-07",5.2,5,343
180,"Bright Spacious 2 BR",223896,"Stephanie","Norwood Park",41.99462,-87.7795,"Entire home/apt",95,1,173,"2020-03-23",2.24,1,318
181,"Casa Corazón (E) near Rush / UIC",1559157,"Amanda","Lower West Side",41.84828,-87.68021,"Private room",70,2,139,"2020-02-16",1.76,3,361
182,"Ukrainian Village Apartment",11365636,"Christiane & Anders","West Town",41.89984,-87.6764,"Entire home/apt",100,5,46,"2019-10-14",0.57,1,78
183,"Gorgeous Sunny 2 Bedroom Apt!",11457398,"Hannah (& Devin)","Logan Square",41.9206,-87.67726,"Entire home/apt",125,32,52,"2016-03-21",0.65,2,173
184,"Unique 3Bedroom Penthouse",4525503,"Nejla Yatkin And Enki","Lincoln Park",41.91944,-87.65894,"Entire home/apt",140,365,2,"2014-08-02",0.03,2,263
185,"Hyde Park / Kenwood, U of Chicago. Free bike.",1385332,"Patt","Kenwood",41.80379,-87.60386,"Private room",42,2,21,"2020-02-29",0.27,12,109
186,"Wrigley Hostel - 4 Bed Private Room",7391164,"Wrigley Hostel","Lake View",41.94594,-87.65431,"Hotel room",108,1,53,"2020-08-09",0.68,5,364
187,"Wrigley Hostel - 10 Bed Shared Room",7391164,"Wrigley Hostel","Lake View",41.94594,-87.65431,"Hotel room",30,1,311,"2020-03-12",4.43,5,294
188,"Carriage House in Wicker Park",11848299,"Anton","West Town",41.90669,-87.68283,"Entire home/apt",114,2,158,"2019-09-16",1.97,1,0
189,"Unique, Handcrafted Art Gallery Condo in River West Chicago",5228189,"Matthew","West Town",41.89648,-87.65651,"Entire home/apt",154,1,364,"2020-09-06",4.59,14,347
190,"Old school Chicago apartment",12416635,"David","Near West Side",41.86756,-87.68662,"Private room",81,1,51,"2020-03-23",0.66,3,324
191,"FULTON/RIVER NORTH MODERN LUXURY STUDIO",3965428,"Rob","Near West Side",41.8877,-87.64276,"Entire home/apt",150,60,7,"2018-05-29",0.09,73,365
192,"2nd bedroom for rent",12568368,"Deirdre","Lake View",41.93501,-87.64819,"Private room",113,1,15,"2020-08-11",0.2,1,254
193,"Conveniently Located!",12059561,"Rick","Portage Park",41.96703,-87.75087,"Private room",175,2,67,"2017-05-21",0.87,1,363
194,"Art studio + house in one",12653262,"Stephanie","Lower West Side",41.85105,-87.67942,"Private room",60,30,128,"2019-11-11",1.61,2,78
195,"Cozy Garden-Subterranean Apartment",12681444,"Jenny","Lincoln Square",41.96293,-87.69358,"Entire home/apt",80,2,175,"2020-09-07",2.24,1,122
196,"U of C Hospital/Campus Rooms",12728248,"Judy","Hyde Park",41.79667,-87.58998,"Private room",65,10,3,"2019-07-30",0.11,2,89
197,"Chicago MostWanted LOCATION Mag Mil",3965428,"Rob","Near North Side",41.89009,-87.62304,"Entire home/apt",140,31,4,"2014-11-05",0.05,73,365
198,"Vintage Apartment in the Heart of the Ukrainian Village",2768314,"Jason","West Town",41.90006,-87.68096,"Entire home/apt",69,5,153,"2020-08-04",1.93,1,35
199,"Entire Condo near Univ. of Chicago",528231,"Ray","Kenwood",41.81207,-87.60417,"Entire home/apt",60,3,18,"2014-11-03",0.23,1,0
200,"2 bedroom MAG MIL Roof Top Hot Tub",3965428,"Rob","Near North Side",41.89076,-87.62277,"Entire home/apt",225,31,4,"2015-05-25",0.06,73,365
201,"Furnished Gold Coast studio #402",2153,"Linda","Near North Side",41.90143,-87.63273,"Entire home/apt",48,30,4,"2019-12-08",0.05,2,7
202,"The Green Room In Andersonville",9313520,"Taylor","Uptown",41.97487,-87.67027,"Private room",48,2,285,"2020-09-04",3.69,1,360
203,"Cute Private Rm in Trendy Hood!",6118013,"Jason And Ela","West Town",41.89907,-87.68085,"Private room",55,2,192,"2019-10-08",2.42,2,0
204,"Cool United Center and Rush Medical District Space",12877384,"Tanya","East Garfield Park",41.88342,-87.69618,"Private room",30,3,128,"2020-02-22",1.7,2,167
205,"Warm Cozy Guest Suite, Private Bath",7858620,"Cynthia","Washington Park",41.79599,-87.62355,"Private room",80,2,82,"2020-02-16",1.05,1,364
206,"Private room near Downtown",2850286,"Amado","Lower West Side",41.8579,-87.65104,"Private room",65,2,220,"2020-03-15",2.79,1,89
207,"Yellow Door Chicago Bungalow",13066610,"Kirby","Irving Park",41.95163,-87.71651,"Entire home/apt",160,2,3,"2019-10-20",0.22,1,0
208,"Chicago Women's Residence/Cowgirls",5654677,"Urban Art","North Lawndale",41.85448,-87.70787,"Private room",45,2,6,"2019-10-13",0.09,4,179
209,"Basement Studio w/Free St. Parking, Humboldt Park",1214607,"Coral","Humboldt Park",41.89826,-87.70336,"Entire home/apt",45,1,552,"2020-09-19",7.16,2,147
210,"Next to McCormick Desk WIFI w/ KING BED +Laundry",3965428,"Rob","Near South Side",41.8537,-87.62338,"Entire home/apt",120,60,16,"2018-06-02",0.21,73,365
211,"Prime Wicker Park spot+big apartment+free parking",13237444,"Ryan","West Town",41.90772,-87.68121,"Entire home/apt",93,40,20,"2019-10-21",0.42,1,245
212,"Hyde Park / Kenwood. U of Chicago & Hospital.",1385332,"Patt","Kenwood",41.80458,-87.60508,"Private room",35,20,25,"2020-01-21",0.32,12,364
213,"Cozy Single-Family Home near University of Chicago",13339125,"Greg","Hyde Park",41.78977,-87.58916,"Entire home/apt",125,1,104,"2020-02-16",1.4,2,0
214,"Chicago Bungalow is no longer for rent.",358406,"Daina","West Ridge",41.98681,-87.69806,"Entire home/apt",136,1,7,"2016-09-17",0.1,1,83
215,"Lincoln Park Loft at the Zoo - 2 bedrooms/2bath",10363033,"Jessica","Lincoln Park",41.91755,-87.63592,"Entire home/apt",161,1,461,"2020-04-26",5.86,3,0
216,"11 Beds in 5*House TRAIN,CUBS, BEACH.RIVERA ARAGON",272671,"Two For The Road","Uptown",41.96821,-87.65626,"Entire home/apt",975,2,125,"2020-08-02",1.67,5,360
217,"GREAT LOCATION SPECTACULAR VIEWS + BALCONY",3965428,"Rob","Loop",41.88618,-87.61888,"Entire home/apt",120,31,25,"2018-06-29",0.32,73,365
218,"Magnolia Airbnb",13462463,"Soo","Edgewater",41.98705,-87.66228,"Private room",80,4,83,"2020-08-15",1.06,1,352
219,"2BD Great Views Modern Luxury  w/POOL",3965428,"Rob","Near South Side",41.85211,-87.6216,"Entire home/apt",200,90,6,"2015-06-24",0.08,73,365
220,"Luxury finishes in vintage wood trimmed apartment",12416635,"David","Near West Side",41.86759,-87.68204,"Private room",87,1,31,"2018-08-25",0.4,3,324
221,"The Bucktown Penthouse Family, Business, Friends",13783917,"Nora","Logan Square",41.91432,-87.6737,"Entire home/apt",145,1,100,"2020-09-02",2.66,1,6
222,"Grand Vintage Lincoln Park Penthouse - 2 Bedrooms.",13793246,"Kristi","Lincoln Park",41.93227,-87.64879,"Entire home/apt",106,1,109,"2020-09-09",2.94,1,5
223,"GROCERY STORE DOWNSTAIRS | KING SIZE BED | BALCONY",3965428,"Rob","Near South Side",41.85445,-87.62432,"Entire home/apt",100,31,15,"2020-07-03",0.2,73,365
224,"Sweet Spacious Suite: Country in the City",13975150,"Jan","Morgan Park",41.68612,-87.67735,"Entire home/apt",79,2,133,"2020-07-10",1.72,2,24
225,"Cozy ""Faux"" Cabin Suite /Fireplace",13975150,"Jan","Morgan Park",41.68582,-87.68067,"Entire home/apt",89,30,140,"2020-05-03",2.12,2,307
226,"Modern 1 bedroom in Rogers Park!",10347187,"David","Rogers Park",42.00598,-87.67211,"Entire home/apt",80,2,146,"2020-03-16",1.95,1,205
227,"1 Bed/Bath. Near Lake, Zoo, Wrigley",14230480,"Brian","Lincoln Park",41.92985,-87.64353,"Entire home/apt",124,3,74,"2019-11-29",0.95,1,365
228,"Luxury Two Bedroom, Two Bathroom Apartment",791089,"Conrad","Lake View",41.94278,-87.67221,"Entire home/apt",289,3,13,"2019-10-14",0.17,4,365
229,"McCormick Modern New 2 beds Luxury , Pool, HotTub",3965428,"Rob","Near South Side",41.85235,-87.6216,"Entire home/apt",200,60,8,"2016-12-02",0.1,73,364
230,"#54-Home away from home- Safe place",13389580,"Ed","Dunning",41.94435,-87.79969,"Private room",33,2,18,"2020-08-30",0.23,4,365
231,"Modern 1 Bedroom w/POOL HOT TUB Luxury",3965428,"Rob","Near South Side",41.85441,-87.62151,"Entire home/apt",135,31,7,"2018-07-07",0.1,73,365
232,"Stay In the Center w/ Pool Gym Long Term Furnished",3965428,"Rob","Near North Side",41.89098,-87.62238,"Entire home/apt",145,32,5,"2015-01-18",0.07,73,365
233,"Urban Farm + Bikes in Roscoe Village",4009750,"Matt","North Center",41.94795,-87.68314,"Entire home/apt",119,2,169,"2020-09-06",2.21,2,348
234,"Relax in a Custom, Creative, Artsy, Unique Apartment in West Town",8813383,"Mindy + Tony","West Town",41.89425,-87.68468,"Entire home/apt",78,28,147,"2020-01-06",1.9,4,323
235,"Navy Pier Experience at Ellis Place",2465946,"Becky & John","Oakland",41.82872,-87.60826,"Private room",53,1,194,"2020-02-16",2.5,4,352
236,"Gorgeous Penthouse with Stunning Views from Private Rooftop",14692157,"Ross","West Town",41.90243,-87.67028,"Entire home/apt",172,2,98,"2020-09-11",2.03,1,144
237,"Amazing 2BR/2BA MICHIGAN AVE and Loop View!",3965428,"Rob","Loop",41.88766,-87.61754,"Entire home/apt",220,32,5,"2014-07-10",0.06,73,365
238,"Private Room (blue)-Avondale near blueline CTA",14645112,"Valerie","Avondale",41.93758,-87.7124,"Private room",78,1,249,"2020-03-10",3.26,2,356
239,"West Loop Modern Urban Retreat",6264764,"Jeff And Jennifer","Near West Side",41.88523,-87.65195,"Private room",136,4,57,"2020-02-17",0.75,2,328
240,"The Red Room",11231030,"Erik","West Lawn",41.78355,-87.72894,"Private room",34,1,307,"2020-09-07",4.12,2,363
241,"Cozy Wicker Park, Chicago Apartment",9791233,"John","West Town",41.9044,-87.67145,"Entire home/apt",159,1,269,"2020-08-17",3.52,1,0
242,"One Bedroom Suite in Lincoln Park",33561,"Mary","Lincoln Park",41.92049,-87.65789,"Entire home/apt",200,28,6,"2019-11-23",0.08,1,316
243,"Art Collector's Pied-a'-terre",15442332,"Karen Sophie","South Shore",41.77293,-87.56951,"Entire home/apt",70,32,245,"2019-10-23",3.17,1,295
244,"Amazing Private House Right at the Center of CHI",10350152,"Bernie","Near North Side",41.90263,-87.64155,"Private room",100,1,71,"2019-06-07",0.94,2,0
245,"Relaxed Bucktown/Wicker Park 1B Apt",1368870,"Paul","Logan Square",41.91548,-87.67451,"Entire home/apt",64,1,278,"2020-09-20",3.6,1,116
246,"Private Room-sunny loft.  McCormick place/downtown",1876022,"Leslie","Near South Side",41.85298,-87.62761,"Private room",85,1,499,"2020-09-13",6.46,1,152
247,"Lincoln Square Modern 2 Bed 2 Bath",7780304,"Mark And Collette","Lincoln Square",41.96315,-87.6804,"Entire home/apt",150,3,95,"2019-06-26",1.54,1,294
248,"Logan Square Apartment",15710890,"Paul & Sarah","Logan Square",41.93156,-87.71161,"Entire home/apt",150,1,394,"2020-03-15",5.18,1,320
249,"Beautiful Roscoe Village Apartment!",15739917,"Rachel","North Center",41.94425,-87.68671,"Entire home/apt",74,1,20,"2019-05-27",0.26,1,0
250,"King Bed in Private room in 3 BR",12416635,"David","Near West Side",41.86823,-87.68483,"Private room",97,1,24,"2020-03-30",0.31,3,203
251,"Beautiful, large, light-filled 1Bd",5863711,"Masha","Rogers Park",42.00529,-87.67761,"Entire home/apt",130,3,44,"2018-10-08",0.58,1,365
252,"South Loop Comfy 2BdRm,free parking&WiFi&Netflix",9339313,"Leon","Lower West Side",41.85683,-87.65249,"Entire home/apt",55,1,436,"2020-06-21",5.68,11,363
253,"Magnificent Mile Experience at Ellis Place",2465946,"Becky & John","Oakland",41.82875,-87.60826,"Private room",63,1,258,"2020-08-04",3.4,4,356
254,"LOFT606:  Gigantic Sunlit Former Factory Home",16090300,"John","Logan Square",41.91704,-87.69375,"Entire home/apt",1157,2,50,"2020-07-26",0.67,10,358
255,"Artist's Home Studio Next to Train",8333695,"Melissa","Albany Park",41.96697,-87.70906,"Entire home/apt",106,3,13,"2017-10-22",0.17,1,89
256,"Pride Perfect Boystown-PVT KG Bed/Roscoe Halsted",16292516,"Michael","Lake View",41.93493,-87.6462,"Private room",181,1,242,"2019-10-14",3.16,4,364
257,"Ravenswood Guest House Annex",2676165,"Richard","Edgewater",41.9895,-87.66685,"Entire home/apt",89,2,274,"2020-09-07",3.58,1,203
258,"The Roscoe House near Wrigley Field",5960265,"Garrett And Courtney","Lake View",41.94313,-87.65613,"Entire home/apt",386,3,142,"2020-06-21",1.89,4,314
259,"The Roscoe House: Onyx Room",5960265,"Garrett And Courtney","Lake View",41.94465,-87.65477,"Private room",70,2,50,"2020-02-16",0.67,4,316
260,"The Roscoe House: Master Bedroom",5960265,"Garrett And Courtney","Lake View",41.94276,-87.65498,"Private room",69,2,23,"2020-03-15",0.31,4,316
261,"Private ROOM (pink)-Avondale near blueline CTA",14645112,"Valerie","Avondale",41.93625,-87.71245,"Private room",78,1,78,"2019-11-11",1.05,2,347
262,"Chicago duplex-perfect for groups!",16680094,"Shana & Mike","West Town",41.89885,-87.68007,"Entire home/apt",279,2,156,"2020-03-08",2.15,3,137
263,"The Roscoe House: Green Room",5960265,"Garrett And Courtney","Lake View",41.94279,-87.65548,"Private room",70,2,81,"2020-02-16",1.06,4,314
264,"""The Annex II"" Huge 1,600 Sq foot Apartment",16707041,"Matthew","Near West Side",41.8867,-87.64338,"Entire home/apt",299,2,38,"2020-02-16",0.78,2,361
265,"East Garfield Park 2 Bedroom",16807770,"William","East Garfield Park",41.88373,-87.70718,"Entire home/apt",82,2,89,"2019-11-11",1.17,1,169
266,"Private room and private bath in luxury condo",3533788,"Janet","West Town",41.90968,-87.69768,"Private room",91,2,63,"2019-10-15",0.96,1,365
267,"Welcome to your 2BD Penthouse",9995028,"Chad","Lake View",41.93755,-87.66932,"Entire home/apt",650,2,148,"2020-08-17",2.25,1,294
268,"Budget travel at Great Location",17217012,"Janet","Lake View",41.94177,-87.65147,"Private room",70,2,0,"",NA,2,88
269,"Beautiful West Lakeview location",17217012,"Janet","Lake View",41.9402,-87.65133,"Private room",75,2,143,"2017-10-30",1.9,2,365
270,"Private large room with your own bathroom",17405364,"Jennifer","Rogers Park",41.99993,-87.66844,"Private room",48,7,34,"2020-03-18",0.53,2,109
271,"Brewers & Reds  vs Cubs Wrigleyville - 3 bdrms",3621097,"Marcus","Lake View",41.94328,-87.6487,"Entire home/apt",375,1,6,"2018-09-16",0.15,2,0
272,"Vintage Lincoln Park Apt - Perfect for Long-Term",4336170,"Catrina","Lincoln Park",41.92709,-87.66337,"Entire home/apt",62,4,17,"2020-08-29",0.23,2,299
273,"Private room w/bath in urban canopy",11294056,"Amanda","Hyde Park",41.7998,-87.59381,"Private room",75,1,307,"2020-03-21",4.13,1,304
274,"Penthouse condo w/ private roof deck! 2BR / 2 BA",17733782,"Brittany","Lake View",41.94009,-87.65697,"Entire home/apt",230,30,9,"2018-07-22",0.12,1,0
275,"Stylish Lincoln Park 2BR w/patio",2013410,"Peter","Lincoln Park",41.92716,-87.65788,"Entire home/apt",89,1,359,"2020-05-13",4.89,1,0
276,"Bill Murray Suite in Trendy Hood! NEW Mini-fridge!",6118013,"Jason And Ela","West Town",41.90182,-87.68402,"Private room",55,2,175,"2019-11-11",2.32,2,0
277,"1 Bedroom Victorian Beauty at Logan Square!",3920450,"Vas","Logan Square",41.9293,-87.72039,"Entire home/apt",50,31,142,"2020-09-15",1.9,3,308
278,"DOWNTOWN 1 BED MILLENNIUM PARK LOCATION +SPA",3965428,"Rob","Loop",41.88626,-87.61621,"Entire home/apt",150,31,12,"2017-07-27",0.16,73,365
279,"Ideal Location in Logan Square 1BR",2058872,"Jake","Logan Square",41.92245,-87.70345,"Entire home/apt",130,2,224,"2020-06-30",2.99,1,180
280,"Modern, Super-CLEAN, Garden Level  Bedroom 3",12955486,"Luke & Ligia","Edgewater",41.99041,-87.66022,"Private room",39,20,33,"2019-08-24",0.44,3,329
281,"Perfect Lincoln Park Apt+Huge Deck",18273211,"Nikki","Lincoln Park",41.92529,-87.66642,"Entire home/apt",199,2,66,"2019-10-21",0.88,1,365
282,"Perfect for One in Charming home.",2453507,"Estelle","Rogers Park",42.00355,-87.6738,"Private room",71,3,13,"2017-09-16",0.2,3,364
283,"Gorgeous Private Bed/Bath Steps From the Lake",18353689,"Marika","Rogers Park",42.00565,-87.6633,"Private room",103,2,117,"2020-03-14",1.57,1,170
284,"Chicago Suite 1BR/1BA (3709-G2)",837429,"Petru","Irving Park",41.96024,-87.72159,"Entire home/apt",69,7,28,"2020-09-13",0.38,2,359
285,"Modern suite in Victorian Garden setting.",8607123,"Grainne","Edgewater",41.99783,-87.67373,"Entire home/apt",65,30,4,"2020-08-23",0.17,2,310
286,"NEW ULTRA LUXURY CONDO RIVER-NORTH Roof-Top Pool",3965428,"Rob","Near North Side",41.88975,-87.63425,"Entire home/apt",135,30,14,"2019-09-11",0.19,73,365
287,"River North Stunner",17887470,"Loren","Near North Side",41.89768,-87.6437,"Entire home/apt",263,2,34,"2019-10-17",0.46,1,180
288,"Beautiful condo close to the beach",18742622,"Barbara","Rogers Park",42.02139,-87.67363,"Private room",60,3,53,"2020-01-19",0.81,2,253
289,"20 Mins to Downtown Chgo, 8 Mins to McCormick",241738,"Karen","Grand Boulevard",41.81793,-87.61796,"Private room",85,2,11,"2019-10-23",0.27,1,364
290,"Studio Apartment in Gold Coast",19066652,"Tunde","Near North Side",41.90275,-87.6311,"Entire home/apt",100,2,141,"2020-02-16",2.14,1,0
291,"Pride Perfect/Boystown-PVT-QN Bed/Roscoe  Halsted",16292516,"Michael","Lake View",41.94224,-87.65137,"Private room",148,1,144,"2019-10-13",1.93,4,364
292,"Free parking, close to public transit, dining",14015437,"Andrew &  Diane","Bridgeport",41.83514,-87.64774,"Entire home/apt",65,5,42,"2020-07-14",0.81,1,75
293,"""Home Away from Home"" - Free Street Parking!",19416379,"Glenda","Humboldt Park",41.89806,-87.7034,"Entire home/apt",86,1,294,"2020-09-07",4.01,1,128
294,"DrM Spacious Clean Convenient",18818038,"Darrell","South Shore",41.77189,-87.57458,"Private room",100,3,2,"2015-08-04",0.03,1,365
295,"Bright, Clean, Cozy, Comfy Bed! 7Min Walk To Metro",498240,"Justin","Logan Square",41.91999,-87.69002,"Private room",54,2,170,"2019-10-20",2.76,1,0
296,"Best location in Chicago! Superhost",19578992,"Laura","West Town",41.89983,-87.67349,"Entire home/apt",254,1,100,"2018-10-08",1.35,3,364
297,"The Blue Room",11231030,"Erik","West Lawn",41.78384,-87.72759,"Private room",34,1,413,"2020-09-06",5.54,2,360
298,"Lakefront, Downtown, World Champion Cubs Baseball",4727270,"Sheila","Lake View",41.95037,-87.6457,"Private room",101,1,37,"2019-10-20",0.57,2,232
299,"Sunny, Classy Condo in Chicago",689354,"Seung-Won Stella","West Ridge",42.0059,-87.68286,"Private room",55,3,2,"2019-10-31",0.15,2,0
300,"Chic and modern - Best location in Chicago",3843347,"Andrea","Near North Side",41.89422,-87.62596,"Entire home/apt",105,30,26,"2020-06-30",0.35,3,285
301,"South loop 1 bedroom apt, parking & fast WiFi",9339313,"Leon","Lower West Side",41.85531,-87.65411,"Entire home/apt",37,1,397,"2020-05-02",5.36,11,0
302,"2 A Walk in Hyde Park",2140,"Lois","Hyde Park",41.7961,-87.5929,"Private room",25,1,70,"2020-07-18",0.97,5,263
303,"Unique and Chic 1",4010906,"Bobbie","Grand Boulevard",41.81874,-87.61439,"Private room",115,28,6,"2019-10-23",0.08,7,365
304,"Andersonville 1-bdrm, private bath!",20374657,"Shelly","Uptown",41.97355,-87.66142,"Private room",80,2,25,"2017-10-02",0.46,1,78
305,"The Perfect Wicker Park Studio",16396473,"Jessica","West Town",41.91088,-87.67704,"Entire home/apt",90,14,322,"2020-08-20",4.46,1,331
306,"Welcoming All: Tudor Home  Warm Community 1E",20449664,"John","Dunning",41.94148,-87.79432,"Private room",85,2,22,"2019-10-13",0.3,4,269
307,"Spacious Luxury Townhouse - Old Town",20490917,"Robert","Lincoln Park",41.91422,-87.63981,"Entire home/apt",184,3,149,"2020-05-31",2.64,2,261
308,"Spacious bedroom with Balcony",20494609,"Chad","Rogers Park",42.0061,-87.66298,"Private room",80,2,39,"2020-03-18",0.55,2,304
309,"Spacious Bedroom in E. Rogers Park",20494609,"Chad","Rogers Park",42.00493,-87.66471,"Private room",80,3,27,"2019-12-15",0.54,2,355
310,"SPACIOUS and VERY BRIGHT 2BDR LOFT near DOWNTOWN",20528154,"Gabriela","Near West Side",41.88371,-87.68629,"Entire home/apt",96,3,68,"2020-09-07",0.92,1,60
311,"Well-appointed 1+ Br Bucktown Apt, baby-friendly!",10954148,"Helen","Logan Square",41.9197,-87.67986,"Entire home/apt",150,4,109,"2020-01-04",1.49,1,19
312,"Private 3rd Floor Apartment",20624213,"Karen","Uptown",41.95717,-87.64828,"Entire home/apt",125,2,223,"2020-09-15",3.02,1,345
313,"Brand New Duplex Humboldt / Ukrainian border",20624315,"Molly","West Town",41.90127,-87.69165,"Entire home/apt",135,3,3,"2017-07-17",0.06,1,0
